"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.735631583E0,-2.283950500E0,-1.112905701E1,-4.914280701E-1,1.137162439E1
2.745643583E0,-2.072739716E0,-1.155402328E1,-7.306306458E-1,1.176118723E1
2.755656583E0,-1.767524414E0,-1.200877762E1,-1.033750305E0,1.218209843E1
2.765668583E0,-1.261875916E0,-1.211655350E1,-1.492546234E0,1.227317782E1
2.775680583E0,-5.427713013E-1,-1.190668991E1,-1.970502319E0,1.208084205E1
2.785692583E0,1.505868530E-1,-1.160012741E1,-2.402354279E0,1.184723337E1
2.795704583E0,8.038284302E-1,-1.122590561E1,-2.693349152E0,1.157243391E1
2.805717583E0,1.289418640E0,-1.080258591E1,-2.542911987E0,1.117250483E1
2.815729583E0,1.674867096E0,-1.035651352E1,-2.210902405E0,1.072150370E1
2.825741583E0,1.975442047E0,-9.859546967E0,-1.813478851E0,1.021771712E1
2.835753583E0,2.181264038E0,-9.354646912E0,-1.445394287E0,9.713727209E0
2.845765583E0,2.288441162E0,-8.797206116E0,-1.138981476E0,9.161063104E0
2.855778583E0,2.290985870E0,-8.067323914E0,-9.690847778E-1,8.442123944E0
2.865790583E0,2.289938049E0,-7.423363037E0,-9.150471497E-1,7.822240493E0
2.875802583E0,2.289788361E0,-6.943161621E0,-9.090596008E-1,7.367293492E0
2.885814583E0,2.278861084E0,-6.622827759E0,-1.012943573E0,7.076800834E0
2.895826583E0,2.168091431E0,-6.396348724E0,-1.140328674E0,6.849397560E0
2.905839583E0,2.048639832E0,-6.219416656E0,-1.244512024E0,6.665349119E0
2.915851583E0,1.977537689E0,-6.044729919E0,-1.273102570E0,6.486154891E0
2.925863583E0,1.853595428E0,-5.844296722E0,-1.275347900E0,6.262438220E0
2.935875583E0,1.659898224E0,-5.635331268E0,-1.224304047E0,6.000928346E0
2.945887583E0,1.373543701E0,-5.462291107E0,-1.202299805E0,5.759233565E0
2.955900583E0,1.032103729E0,-5.405259705E0,-1.235381012E0,5.639879150E0
2.965912583E0,7.107220459E-1,-5.438789978E0,-1.357826385E0,5.650597733E0
2.975924583E0,4.516108704E-1,-5.576952667E0,-1.516795807E0,5.797156454E0
2.985936583E0,3.017724609E-1,-5.856421509E0,-1.757345581E0,6.121846372E0
